player name,mvp,ops,avg,rbi,hr
Matt Carpenter,Not MVP,0.885,0.271,68,21
Yoenis Cespedes,Not MVP,0.884,0.280,86,31
Corey Seager,Not MVP,0.877,0.308,72,26
Brandon Belt,Not MVP,0.868,0.275,82,17
Jean Segura,Not MVP,0.867,0.319,64,20
Christian Yelich,Not MVP,0.859,0.298,98,21
Carlos Gonzalez,Not MVP,0.855,0.298,100,25
Wilson Ramos,Not MVP,0.850,0.307,80,22
Jake Lamb,Not MVP,0.840,0.249,91,29
Dexter Fowler,Not MVP,0.840,0.276,48,13
Justin Turner,Not MVP,0.832,0.275,90,27
Ben Zobrist,Not MVP,0.832,0.272,76,18
Jonathan Villar,Not MVP,0.826,0.285,63,19
Chris Carter,Not MVP,0.820,0.222,94,41
Yasmany Tomas,Not MVP,0.820,0.272,83,31
Bryce Harper,MVP,1.109,0.330,99,42
Paul Goldschmidt,Not MVP,1.005,0.321,110,33
Joey Votto,Not MVP,1.000,0.314,80,29
Anthony Rizzo,Not MVP,0.898,0.278,101,31
Nolan Arenado,Not MVP,0.898,0.287,130,42
David Peralta,Not MVP,0.893,0.312,78,17
Andrew McCutchen,Not MVP,0.889,0.292,96,23
Matt Carpenter,Not MVP,0.871,0.272,84,28
AJ Pollock,Not MVP,0.865,0.315,76,20
Carlos Gonzalez,Not MVP,0.864,0.271,97,40
Kris Bryant,Not MVP,0.858,0.275,99,26
Ryan Braun,Not MVP,0.854,0.285,84,25
Buster Posey,Not MVP,0.849,0.318,95,19
Lucas Duda,Not MVP,0.838,0.244,73,27
Brandon Belt,Not MVP,0.834,0.280,68,18
Adrian Gonzalez,Not MVP,0.830,0.275,90,28
Curtis Granderson,Not MVP,0.820,0.259,70,26
Adam Lind,Not MVP,0.820,0.277,87,20
Todd Frazier,Not MVP,0.806,0.255,89,35
Jason Heyward,Not MVP,0.797,0.293,60,13
Charlie Blackmon,Not MVP,0.797,0.287,58,17
Justin Upton,Not MVP,0.790,0.251,81,26
Yunel Escobar,Not MVP,0.790,0.314,56,9
Chris Coghlan,Not MVP,0.784,0.250,41,16
Brandon Crawford,Not MVP,0.782,0.256,84,21
Paul Goldschmidt,Not MVP,0.952,0.302,125,36
Troy Tulowitzki,Not MVP,0.931,0.312,82,25
Jayson Werth,Not MVP,0.931,0.318,82,25
Joey Votto,Not MVP,0.926,0.305,73,24
Michael Cuddyer,Not MVP,0.918,0.331,84,20
Andrew McCutchen,MVP,0.911,0.317,84,21
Freddie Freeman,Not MVP,0.897,0.319,109,23
Shin-Soo Choo,Not MVP,0.885,0.285,54,21
Matt Holliday,Not MVP,0.879,0.300,94,22
Matt Carpenter,Not MVP,0.873,0.318,78,11
Marlon Byrd,Not MVP,0.847,0.291,88,24
Giancarlo Stanton,Not MVP,0.845,0.249,62,24
Carlos Gomez,Not MVP,0.844,0.284,73,24
Brandon Belt,Not MVP,0.841,0.289,67,17
Yadier Molina,Not MVP,0.836,0.319,80,12
Carlos Beltran,Not MVP,0.830,0.296,84,24
Allen Craig,Not MVP,0.830,0.315,97,13
Chase Utley,Not MVP,0.823,0.284,69,18
Hunter Pence,Not MVP,0.822,0.283,99,27
Buster Posey,Not MVP,0.821,0.294,72,15
Domonic Brown,Not MVP,0.818,0.272,83,27
Justin Upton,Not MVP,0.818,0.263,70,27
Chris Johnson,Not MVP,0.816,0.321,68,12
Ryan Zimmerman,Not MVP,0.809,0.275,79,26
Jay Bruce,Not MVP,0.807,0.262,109,30
Ryan Braun,Not MVP,0.987,0.319,112,41
Buster Posey,MVP,0.957,0.336,103,24
Andrew McCutchen,Not MVP,0.953,0.327,96,31
Aramis Ramirez,Not MVP,0.901,0.300,105,27
David Wright,Not MVP,0.883,0.306,93,21
Aaron Hill,Not MVP,0.882,0.302,85,26
Carlos Gonzalez,Not MVP,0.881,0.303,85,22
Matt Holliday,Not MVP,0.877,0.295,102,27
Allen Craig,Not MVP,0.876,0.307,92,22
Chase Headley,Not MVP,0.875,0.286,115,31
Yadier Molina,Not MVP,0.874,0.315,76,22
Dexter Fowler,Not MVP,0.863,0.300,53,13
Adam LaRoche,Not MVP,0.853,0.271,100,33
Paul Goldschmidt,Not MVP,0.850,0.286,82,20
Ian Desmond,Not MVP,0.845,0.292,73,25
Carlos Beltran,Not MVP,0.842,0.269,97,32
Jay Bruce,Not MVP,0.841,0.252,99,34
Corey Hart,Not MVP,0.841,0.270,83,30
David Freese,Not MVP,0.839,0.293,79,20
Jason Kubel,Not MVP,0.833,0.253,90,30
Garrett Jones,Not MVP,0.832,0.274,86,27
Miguel Montero,Not MVP,0.829,0.286,88,15
Ryan Zimmerman,Not MVP,0.824,0.282,95,25
Alfonso Soriano,Not MVP,0.821,0.262,108,32
Bryce Harper,Not MVP,0.817,0.270,59,22
Ryan Braun,MVP,0.994,0.332,111,33
Matt Kemp,Not MVP,0.986,0.324,126,39
Prince Fielder,Not MVP,0.981,0.299,120,38
Lance Berkman,Not MVP,0.959,0.301,94,31
Joey Votto,Not MVP,0.947,0.309,103,29
Troy Tulowitzki,Not MVP,0.916,0.302,105,30
Matt Holliday,Not MVP,0.912,0.296,75,22
Michael Morse,Not MVP,0.910,0.303,95,31
Carlos Beltran,Not MVP,0.910,0.300,84,22
Albert Pujols,Not MVP,0.906,0.299,99,37
Justin Upton,Not MVP,0.898,0.289,88,31
Giancarlo Stanton,Not MVP,0.893,0.262,87,34
Carlos Gonzalez,Not MVP,0.890,0.295,92,26
Jose Reyes,Not MVP,0.877,0.337,44,7
Hunter Pence,Not MVP,0.871,0.314,97,22
Aramis Ramirez,Not MVP,0.871,0.306,93,26
Corey Hart,Not MVP,0.866,0.285,63,26
Shane Victorino,Not MVP,0.846,0.279,61,17
Ryan Howard,Not MVP,0.835,0.253,116,33
Seth Smith,Not MVP,0.830,0.284,59,15
Andrew McCutchen,Not MVP,0.820,0.259,89,23
Miguel Montero,Not MVP,0.820,0.282,86,18
Carlos Pena,Not MVP,0.820,0.225,80,28
Rickie Weeks,Not MVP,0.818,0.269,49,20
Brian McCann,Not MVP,0.817,0.270,71,24
Joey Votto,MVP,1.024,0.324,113,37
Albert Pujols,Not MVP,1.011,0.312,118,42
Carlos Gonzalez,Not MVP,0.974,0.336,117,34
Troy Tulowitzki,Not MVP,0.949,0.315,95,27
Matt Holliday,Not MVP,0.922,0.312,103,28
Jayson Werth,Not MVP,0.920,0.296,85,27
Adrian Gonzalez,Not MVP,0.904,0.298,101,31
Ryan Zimmerman,Not MVP,0.898,0.307,85,25
Adam Dunn,Not MVP,0.892,0.260,103,38
Aubrey Huff,Not MVP,0.891,0.290,86,26
Dan Uggla,Not MVP,0.877,0.287,105,33
Prince Fielder,Not MVP,0.871,0.261,83,32
Ryan Braun,Not MVP,0.866,0.304,103,25
Kelly Johnson,Not MVP,0.866,0.284,71,26
Corey Hart,Not MVP,0.866,0.283,102,31
Colby Rasmus,Not MVP,0.859,0.276,66,23
Ryan Howard,Not MVP,0.859,0.276,108,31
Andre Ethier,Not MVP,0.857,0.292,82,23
David Wright,Not MVP,0.856,0.283,103,29
Scott Rolen,Not MVP,0.854,0.285,83,20
Hanley Ramirez,Not MVP,0.853,0.300,76,21
Jason Heyward,Not MVP,0.849,0.277,72,18
Jay Bruce,Not MVP,0.846,0.281,70,25
Chase Utley,Not MVP,0.832,0.275,65,16
Rickie Weeks,Not MVP,0.830,0.269,83,29
Albert Pujols,MVP,1.101,0.327,135,47
Prince Fielder,Not MVP,1.014,0.299,141,46
Joey Votto,Not MVP,0.981,0.322,84,25
Derrek Lee,Not MVP,0.972,0.306,111,35
Adrian Gonzalez,Not MVP,0.958,0.277,99,40
Hanley Ramirez,Not MVP,0.954,0.342,106,24
Pablo Sandoval,Not MVP,0.943,0.330,90,25
Ryan Braun,Not MVP,0.937,0.320,114,32
Ryan Howard,Not MVP,0.931,0.279,141,45
Troy Tulowitzki,Not MVP,0.930,0.297,92,32
Adam Dunn,Not MVP,0.928,0.267,105,38
Lance Berkman,Not MVP,0.907,0.274,80,25
Chase Utley,Not MVP,0.905,0.282,93,31
Todd Helton,Not MVP,0.904,0.325,86,15
Brad Hawpe,Not MVP,0.903,0.285,86,23
Raul Ibanez,Not MVP,0.899,0.272,93,34
Justin Upton,Not MVP,0.899,0.300,86,26
Mark Reynolds,Not MVP,0.892,0.260,102,44
Ryan Zimmerman,Not MVP,0.888,0.292,106,33
Jayson Werth,Not MVP,0.879,0.268,99,36
Andre Ethier,Not MVP,0.869,0.272,106,31
Josh Willingham,Not MVP,0.863,0.260,61,24
Chris Coghlan,Not MVP,0.850,0.321,47,9
Adam LaRoche,Not MVP,0.844,0.278,80,24
Matt Kemp,Not MVP,0.842,0.297,101,26
Albert Pujols,MVP,1.114,0.357,116,37
Chipper Jones,Not MVP,1.044,0.364,75,22
Lance Berkman,Not MVP,0.986,0.312,106,29
Ryan Ludwick,Not MVP,0.966,0.299,113,37
Matt Holliday,Not MVP,0.947,0.321,88,25
Hanley Ramirez,Not MVP,0.940,0.301,67,33
David Wright,Not MVP,0.924,0.302,124,33
Chase Utley,Not MVP,0.915,0.292,104,33
Adam Dunn,Not MVP,0.898,0.236,100,40
Aramis Ramirez,Not MVP,0.898,0.289,111,27
Brian McCann,Not MVP,0.896,0.301,87,23
Ryan Braun,Not MVP,0.888,0.285,106,37
Andre Ethier,Not MVP,0.885,0.305,77,20
Ryan Howard,Not MVP,0.881,0.251,146,48
Brad Hawpe,Not MVP,0.879,0.283,85,25
Prince Fielder,Not MVP,0.879,0.276,102,34
Alfonso Soriano,Not MVP,0.876,0.280,75,29
Carlos Beltran,Not MVP,0.876,0.284,112,27
Pat Burrell,Not MVP,0.875,0.250,86,33
Dan Uggla,Not MVP,0.874,0.260,92,32
Joey Votto,Not MVP,0.874,0.297,84,24
Adrian Gonzalez,Not MVP,0.871,0.279,119,36
Carlos Delgado,Not MVP,0.871,0.271,115,38
Geovany Soto,Not MVP,0.868,0.285,86,23
Mark DeRosa,Not MVP,0.857,0.285,87,21
Chipper Jones,Not MVP,1.029,0.337,102,29
Prince Fielder,Not MVP,1.013,0.288,119,50
Matt Holliday,Not MVP,1.012,0.340,137,36
Albert Pujols,Not MVP,0.997,0.327,103,32
Chase Utley,Not MVP,0.976,0.332,103,22
Ryan Howard,Not MVP,0.976,0.268,136,47
Miguel Cabrera,Not MVP,0.965,0.320,119,34
David Wright,Not MVP,0.963,0.325,107,30
Hanley Ramirez,Not MVP,0.948,0.332,81,29
Adam Dunn,Not MVP,0.940,0.264,106,40
Todd Helton,Not MVP,0.928,0.320,91,17
Brad Hawpe,Not MVP,0.926,0.291,116,29
Aramis Ramirez,Not MVP,0.915,0.310,101,26
Derrek Lee,Not MVP,0.913,0.317,82,22
Pat Burrell,Not MVP,0.902,0.256,97,30
Alfonso Soriano,Not MVP,0.897,0.299,70,33
Lance Berkman,Not MVP,0.896,0.278,102,34
Corey Hart,Not MVP,0.892,0.295,81,24
Aaron Rowand,Not MVP,0.889,0.309,89,27
Carlos Lee,Not MVP,0.882,0.303,119,32
Carlos Beltran,Not MVP,0.878,0.276,112,33
Jeff Kent,Not MVP,0.875,0.302,79,20
Jimmy Rollins,MVP,0.875,0.296,94,30
Dmitri Young,Not MVP,0.869,0.320,74,13
Ken Griffey,Not MVP,0.869,0.277,93,30
Albert Pujols,Not MVP,1.102,0.331,137,49
Ryan Howard,MVP,1.084,0.313,149,58
Lance Berkman,Not MVP,1.041,0.315,136,45
Miguel Cabrera,Not MVP,0.998,0.339,114,26
Carlos Beltran,Not MVP,0.982,0.275,116,41
Matt Holliday,Not MVP,0.973,0.326,114,34
Garrett Atkins,Not MVP,0.965,0.329,120,29
Nick Johnson,Not MVP,0.948,0.290,77,23
Jason Bay,Not MVP,0.928,0.286,109,35
Adam LaRoche,Not MVP,0.915,0.285,90,32
David Wright,Not MVP,0.912,0.311,116,26
Aramis Ramirez,Not MVP,0.912,0.291,119,38
Alfonso Soriano,Not MVP,0.911,0.277,95,46
Carlos Delgado,Not MVP,0.909,0.265,114,38
Chase Utley,Not MVP,0.906,0.309,102,32
Bill Hall,Not MVP,0.898,0.270,85,35
Ray Durham,Not MVP,0.898,0.293,93,26
Brad Hawpe,Not MVP,0.898,0.293,84,22
Andruw Jones,Not MVP,0.894,0.262,129,41
J.D. Drew,Not MVP,0.891,0.283,100,20
Pat Burrell,Not MVP,0.890,0.258,95,29
Scott Rolen,Not MVP,0.887,0.296,95,22
Todd Helton,Not MVP,0.880,0.302,81,15
Nomar Garciaparra,Not MVP,0.872,0.303,93,20
Adrian Gonzalez,Not MVP,0.862,0.304,82,24
Derrek Lee,Not MVP,1.080,0.335,107,46
Albert Pujols,MVP,1.039,0.330,117,41
Carlos Delgado,Not MVP,0.981,0.301,115,33
Todd Helton,Not MVP,0.979,0.320,79,20
Jason Bay,Not MVP,0.961,0.306,101,32
Miguel Cabrera,Not MVP,0.947,0.323,116,33
Ken Griffey,Not MVP,0.946,0.301,92,35
Morgan Ensberg,Not MVP,0.945,0.283,101,36
Lance Berkman,Not MVP,0.934,0.293,82,24
Adam Dunn,Not MVP,0.927,0.247,101,40
Aramis Ramirez,Not MVP,0.926,0.302,92,31
Andruw Jones,Not MVP,0.922,0.263,128,51
Jim Edmonds,Not MVP,0.918,0.263,89,29
Chase Utley,Not MVP,0.915,0.291,105,28
David Wright,Not MVP,0.912,0.306,102,27
Chad Tracy,Not MVP,0.911,0.308,72,27
Brian Giles,Not MVP,0.905,0.301,83,15
Pat Burrell,Not MVP,0.892,0.281,117,32
Jeff Kent,Not MVP,0.888,0.289,105,29
Geoff Jenkins,Not MVP,0.888,0.292,86,25
Nick Johnson,Not MVP,0.887,0.289,74,15
Troy Glaus,Not MVP,0.885,0.258,97,37
Bobby Abreu,Not MVP,0.879,0.286,102,24
Matt Holliday,Not MVP,0.866,0.307,87,19
Cliff Floyd,Not MVP,0.863,0.273,98,34
Barry Bonds,MVP,1.422,0.362,101,45
Todd Helton,Not MVP,1.088,0.347,96,32
Albert Pujols,Not MVP,1.072,0.331,123,46
Jim Edmonds,Not MVP,1.061,0.301,111,42
Adrian Beltre,Not MVP,1.017,0.334,121,48
Lance Berkman,Not MVP,1.016,0.316,106,30
Scott Rolen,Not MVP,1.007,0.314,124,34
J.D. Drew,Not MVP,1.006,0.305,93,31
Jim Thome,Not MVP,0.977,0.274,105,42
Bobby Abreu,Not MVP,0.971,0.301,105,30
Adam Dunn,Not MVP,0.956,0.266,102,46
Aramis Ramirez,Not MVP,0.951,0.318,103,36
Moises Alou,Not MVP,0.919,0.293,106,39
Jeromy Burnitz,Not MVP,0.916,0.283,110,37
Sean Casey,Not MVP,0.915,0.324,99,24
Mark Loretta,Not MVP,0.886,0.335,76,16
Jeff Kent,Not MVP,0.880,0.289,107,27
Miguel Cabrera,Not MVP,0.879,0.294,112,33
Brad Wilkerson,Not MVP,0.872,0.255,67,32
Mike Lowell,Not MVP,0.870,0.293,85,27
Vinny Castilla,Not MVP,0.867,0.271,131,35
Lyle Overbay,Not MVP,0.863,0.301,87,16
Derrek Lee,Not MVP,0.860,0.278,98,32
Phil Nevin,Not MVP,0.859,0.289,105,26
Craig Wilson,Not MVP,0.853,0.264,82,29
Barry Bonds,MVP,1.278,0.341,90,45
Albert Pujols,Not MVP,1.106,0.359,124,43
Todd Helton,Not MVP,1.088,0.358,117,33
Gary Sheffield,Not MVP,1.023,0.330,132,39
Jim Edmonds,Not MVP,1.002,0.275,89,39
Jim Thome,Not MVP,0.958,0.266,131,47
Richard Hidalgo,Not MVP,0.957,0.309,88,28
Brian Giles,Not MVP,0.941,0.299,88,20
Luis Gonzalez,Not MVP,0.934,0.304,104,26
Lance Berkman,Not MVP,0.927,0.288,93,25
Richie Sexson,Not MVP,0.927,0.272,124,45
Chipper Jones,Not MVP,0.920,0.305,106,27
Marcus Giles,Not MVP,0.917,0.316,69,21
Geoff Jenkins,Not MVP,0.913,0.296,95,28
Sammy Sosa,Not MVP,0.911,0.279,103,40
Scott Rolen,Not MVP,0.910,0.286,104,28
Larry Walker,Not MVP,0.898,0.284,79,16
Jeff Bagwell,Not MVP,0.897,0.278,100,39
Derrek Lee,Not MVP,0.888,0.271,92,31
Mike Lowell,Not MVP,0.881,0.276,105,32
Preston Wilson,Not MVP,0.880,0.282,141,36
Bobby Abreu,Not MVP,0.877,0.300,101,20
Edgar Renteria,Not MVP,0.874,0.330,100,13
Jose Vidro,Not MVP,0.866,0.310,65,15
Jay Payton,Not MVP,0.865,0.302,89,28
Barry Bonds,MVP,1.381,0.370,110,46
Brian Giles,Not MVP,1.072,0.298,103,38
Larry Walker,Not MVP,1.023,0.338,104,26
Vladimir Guerrero,Not MVP,1.010,0.336,111,39
Todd Helton,Not MVP,1.006,0.329,109,30
Sammy Sosa,Not MVP,0.993,0.288,108,49
Lance Berkman,Not MVP,0.982,0.292,128,42
Jim Edmonds,Not MVP,0.981,0.311,83,28
Chipper Jones,Not MVP,0.972,0.327,100,26
Albert Pujols,Not MVP,0.955,0.314,127,34
Shawn Green,Not MVP,0.944,0.285,114,42
Bobby Abreu,Not MVP,0.934,0.308,85,20
Jeff Kent,Not MVP,0.933,0.313,108,37
Ryan Klesko,Not MVP,0.925,0.300,95,29
Pat Burrell,Not MVP,0.920,0.282,116,37
Jeff Bagwell,Not MVP,0.919,0.291,98,31
Gary Sheffield,Not MVP,0.916,0.307,84,25
Mike Piazza,Not MVP,0.902,0.280,98,33
Luis Gonzalez,Not MVP,0.896,0.288,103,28
Mark Bellhorn,Not MVP,0.886,0.258,56,27
Andruw Jones,Not MVP,0.878,0.264,94,35
Derrek Lee,Not MVP,0.872,0.270,86,27
Steve Finley,Not MVP,0.869,0.287,89,25
Jose Vidro,Not MVP,0.868,0.315,96,19
Richie Sexson,Not MVP,0.867,0.279,102,29
Barry Bonds,MVP,1.379,0.328,137,73
Sammy Sosa,Not MVP,1.174,0.328,160,64
Luis Gonzalez,Not MVP,1.117,0.325,142,57
Todd Helton,Not MVP,1.116,0.336,146,49
Larry Walker,Not MVP,1.111,0.350,123,38
Lance Berkman,Not MVP,1.051,0.331,126,34
Chipper Jones,Not MVP,1.032,0.330,102,38
Albert Pujols,Not MVP,1.013,0.329,130,37
Gary Sheffield,Not MVP,1.000,0.311,100,36
Brian Giles,Not MVP,0.994,0.309,95,37
Phil Nevin,Not MVP,0.976,0.306,126,41
Jim Edmonds,Not MVP,0.974,0.304,110,30
Shawn Green,Not MVP,0.970,0.297,125,49
Cliff Floyd,Not MVP,0.968,0.317,103,31
Jeff Bagwell,Not MVP,0.966,0.288,130,39
Mike Piazza,Not MVP,0.956,0.300,94,36
Moises Alou,Not MVP,0.950,0.331,108,27
Vladimir Guerrero,Not MVP,0.943,0.307,108,34
Rich Aurilia,Not MVP,0.941,0.324,97,37
Bobby Abreu,Not MVP,0.936,0.289,110,31
Ryan Klesko,Not MVP,0.923,0.286,113,30
Paul Lo Duca,Not MVP,0.917,0.320,90,25
Richie Sexson,Not MVP,0.889,0.271,125,45
Aramis Ramirez,Not MVP,0.885,0.300,112,34
Jeff Kent,Not MVP,0.877,0.298,106,22
Todd Helton,Not MVP,1.162,0.372,147,42
Barry Bonds,Not MVP,1.127,0.306,106,49
Gary Sheffield,Not MVP,1.081,0.325,109,43
Vladimir Guerrero,Not MVP,1.074,0.345,123,44
Sammy Sosa,Not MVP,1.040,0.320,138,50
Jeff Bagwell,Not MVP,1.039,0.310,132,47
Moises Alou,Not MVP,1.039,0.355,114,30
Richard Hidalgo,Not MVP,1.028,0.314,122,44
Brian Giles,Not MVP,1.026,0.315,123,35
Jeff Kent,MVP,1.021,0.334,125,33
Mike Piazza,Not MVP,1.012,0.324,113,38
Jim Edmonds,Not MVP,0.994,0.295,108,42
Chipper Jones,Not MVP,0.970,0.311,111,36
Bobby Abreu,Not MVP,0.970,0.316,79,25
Edgardo Alfonzo,Not MVP,0.967,0.324,94,25
Geoff Jenkins,Not MVP,0.948,0.303,94,34
Ken Griffey,Not MVP,0.942,0.271,118,40
Luis Gonzalez,Not MVP,0.935,0.311,114,31
Jeffrey Hammonds,Not MVP,0.924,0.335,106,20
Scott Rolen,Not MVP,0.920,0.298,89,26
Jose Vidro,Not MVP,0.918,0.330,97,24
Phil Nevin,Not MVP,0.916,0.303,107,31
Ryan Klesko,Not MVP,0.909,0.283,92,26
Andruw Jones,Not MVP,0.907,0.303,104,36
Steve Finley,Not MVP,0.904,0.280,96,35
Larry Walker,Not MVP,1.168,0.379,115,37
Mark McGwire,Not MVP,1.120,0.278,147,65
Chipper Jones,MVP,1.074,0.319,110,45
Jeff Bagwell,Not MVP,1.045,0.304,126,42
Brian Giles,Not MVP,1.032,0.315,115,39
Sammy Sosa,Not MVP,1.002,0.288,141,63
Bobby Abreu,Not MVP,0.995,0.335,93,20
Todd Helton,Not MVP,0.981,0.320,113,35
Vladimir Guerrero,Not MVP,0.978,0.316,131,42
Carl Everett,Not MVP,0.969,0.325,108,25
Jeromy Burnitz,Not MVP,0.963,0.270,103,33
Fernando Tatis,Not MVP,0.957,0.298,107,34
Luis Gonzalez,Not MVP,0.952,0.336,111,26
Sean Casey,Not MVP,0.938,0.332,99,25
Mike Piazza,Not MVP,0.936,0.303,124,40
Jay Bell,Not MVP,0.931,0.289,112,38
Gary Sheffield,Not MVP,0.930,0.301,101,34
Henry Rodriguez,Not MVP,0.925,0.304,87,26
Mike Lieberthal,Not MVP,0.914,0.300,96,31
Eric Karros,Not MVP,0.912,0.304,112,34
Kevin Young,Not MVP,0.909,0.298,106,26
Robin Ventura,Not MVP,0.908,0.301,120,32
Reggie Sanders,Not MVP,0.904,0.285,72,26
Dante Bichette,Not MVP,0.895,0.298,133,34
John Olerud,Not MVP,0.890,0.298,96,19
Mark McGwire,Not MVP,1.222,0.299,147,70
Larry Walker,Not MVP,1.075,0.363,67,23
Barry Bonds,Not MVP,1.047,0.303,122,37
Sammy Sosa,MVP,1.024,0.308,158,66
John Olerud,Not MVP,0.998,0.354,93,22
Andres Galarraga,Not MVP,0.991,0.305,121,44
Moises Alou,Not MVP,0.981,0.312,124,38
Jeff Bagwell,Not MVP,0.981,0.304,111,34
Mike Piazza,Not MVP,0.960,0.328,111,32
Greg Vaughn,Not MVP,0.960,0.272,119,50
Vladimir Guerrero,Not MVP,0.960,0.324,109,38
Gary Sheffield,Not MVP,0.952,0.302,85,22
Chipper Jones,Not MVP,0.951,0.313,107,34
Vinny Castilla,Not MVP,0.951,0.319,144,46
Ray Lankford,Not MVP,0.932,0.293,105,31
Scott Rolen,Not MVP,0.923,0.290,110,31
Jeff Kent,Not MVP,0.914,0.297,128,31
Todd Helton,Not MVP,0.911,0.315,97,25
Craig Biggio,Not MVP,0.906,0.325,88,20
Bobby Abreu,Not MVP,0.906,0.312,74,17
Brian Jordan,Not MVP,0.902,0.316,91,25
Barry Larkin,Not MVP,0.901,0.309,72,17
Jason Kendall,Not MVP,0.884,0.327,75,12
Mark Grace,Not MVP,0.872,0.309,89,17
Javy Lopez,Not MVP,0.868,0.284,106,34
Larry Walker,MVP,1.172,0.366,130,49
Mike Piazza,Not MVP,1.070,0.362,124,40
Barry Bonds,Not MVP,1.031,0.291,101,40
Jeff Bagwell,Not MVP,1.017,0.286,135,43
Ray Lankford,Not MVP,0.996,0.295,98,31
Andres Galarraga,Not MVP,0.974,0.318,140,41
Tony Gwynn,Not MVP,0.956,0.372,119,17
Todd Hundley,Not MVP,0.943,0.273,86,30
Craig Biggio,Not MVP,0.916,0.309,81,22
Vinny Castilla,Not MVP,0.904,0.304,113,40
Raul Mondesi,Not MVP,0.901,0.310,87,30
J.T. Snow,Not MVP,0.898,0.281,104,28
Ken Caminiti,Not MVP,0.897,0.290,90,26
John Olerud,Not MVP,0.888,0.294,102,22
Jeff Blauser,Not MVP,0.886,0.308,70,17
David Segui,Not MVP,0.886,0.307,68,21
Wally Joyner,Not MVP,0.876,0.327,83,13
Mark Grace,Not MVP,0.874,0.319,78,13
Gary Sheffield,Not MVP,0.870,0.250,71,21
Moises Alou,Not MVP,0.866,0.292,115,23
Dante Bichette,Not MVP,0.853,0.308,118,26
Chipper Jones,Not MVP,0.850,0.295,111,21
Scott Rolen,Not MVP,0.846,0.283,92,21
Bobby Bonilla,Not MVP,0.846,0.297,96,17
Kenny Lofton,Not MVP,0.837,0.333,48,5
Gary Sheffield,Not MVP,1.090,0.314,120,42
Barry Bonds,Not MVP,1.076,0.308,129,42
Ellis Burks,Not MVP,1.047,0.344,128,40
Ken Caminiti,MVP,1.028,0.326,130,40
Jeff Bagwell,Not MVP,1.021,0.315,120,31
Mike Piazza,Not MVP,0.985,0.336,105,36
Barry Larkin,Not MVP,0.977,0.298,89,33
Andres Galarraga,Not MVP,0.958,0.304,150,47
Bernard Gilkey,Not MVP,0.956,0.317,117,30
Chipper Jones,Not MVP,0.923,0.309,110,30
Todd Hundley,Not MVP,0.906,0.259,112,41
Ryan Klesko,Not MVP,0.894,0.282,93,34
Vinny Castilla,Not MVP,0.892,0.304,113,40
Dante Bichette,Not MVP,0.890,0.313,141,31
Sammy Sosa,Not MVP,0.888,0.273,100,40
Henry Rodriguez,Not MVP,0.887,0.276,103,36
Steve Finley,Not MVP,0.886,0.298,95,30
Fred McGriff,Not MVP,0.859,0.295,107,28
Hal Morris,Not MVP,0.853,0.313,80,16
Ray Lankford,Not MVP,0.852,0.275,86,21
Mark Grace,Not MVP,0.851,0.331,75,9
Jeff Conine,Not MVP,0.844,0.293,95,26
Jeff King,Not MVP,0.843,0.271,111,30
Lance Johnson,Not MVP,0.842,0.333,69,9
Marquis Grissom,Not MVP,0.838,0.308,74,23
Barry Bonds,Not MVP,1.009,0.294,104,33
Mike Piazza,Not MVP,1.006,0.346,93,32
Larry Walker,Not MVP,0.988,0.306,101,36
Dante Bichette,Not MVP,0.984,0.340,128,40
Reggie Sanders,Not MVP,0.975,0.306,99,28
Ron Gant,Not MVP,0.940,0.276,88,29
Vinny Castilla,Not MVP,0.911,0.309,90,32
Mark Grace,Not MVP,0.911,0.326,92,16
Eric Karros,Not MVP,0.905,0.298,105,32
Jeff Conine,Not MVP,0.899,0.302,105,25
Jeff Bagwell,Not MVP,0.894,0.290,87,21
Ken Caminiti,Not MVP,0.894,0.302,94,26
Craig Biggio,Not MVP,0.889,0.302,77,22
Tony Gwynn,Not MVP,0.888,0.368,90,9
Barry Larkin,MVP,0.886,0.319,66,15
Ray Lankford,Not MVP,0.873,0.277,82,25
Fred McGriff,Not MVP,0.850,0.280,93,27
Bernard Gilkey,Not MVP,0.848,0.298,69,17
David Justice,Not MVP,0.844,0.253,78,24
Andres Galarraga,Not MVP,0.842,0.280,106,31
Sammy Sosa,Not MVP,0.840,0.268,119,36
Orlando Merced,Not MVP,0.833,0.300,83,15
Derek Bell,Not MVP,0.827,0.334,86,8
David Segui,Not MVP,0.827,0.309,68,12
Rico Brogna,Not MVP,0.827,0.289,76,22
Jeff Bagwell,MVP,1.201,0.368,116,39
Kevin Mitchell,Not MVP,1.110,0.326,77,30
Barry Bonds,Not MVP,1.073,0.312,81,37
Tony Gwynn,Not MVP,1.022,0.394,64,12
Fred McGriff,Not MVP,1.012,0.318,94,34
Moises Alou,Not MVP,0.989,0.339,78,22
Larry Walker,Not MVP,0.981,0.322,86,19
Gary Sheffield,Not MVP,0.964,0.276,78,27
David Justice,Not MVP,0.958,0.313,59,19
Andres Galarraga,Not MVP,0.949,0.319,85,31
Matt Williams,Not MVP,0.926,0.267,96,43
Mike Piazza,Not MVP,0.910,0.319,92,24
Jeff Conine,Not MVP,0.898,0.319,82,18
Craig Biggio,Not MVP,0.893,0.318,56,6
Sammy Sosa,Not MVP,0.884,0.300,70,25
Dante Bichette,Not MVP,0.882,0.304,95,27
