player name,mvp,ops,avg,rbi,hr
Mike Piazza,0,1.012,0.324,113,38
Jim Edmonds,0,0.994,0.295,108,42
Chipper Jones,0,0.970,0.311,111,36
Bobby Abreu,0,0.970,0.316,79,25
Edgardo Alfonzo,0,0.967,0.324,94,25
Geoff Jenkins,0,0.948,0.303,94,34
Ken Griffey,0,0.942,0.271,118,40
Luis Gonzalez,0,0.935,0.311,114,31
Jeffrey Hammonds,0,0.924,0.335,106,20
Scott Rolen,0,0.920,0.298,89,26
Jose Vidro,0,0.918,0.330,97,24
Phil Nevin,0,0.916,0.303,107,31
Ryan Klesko,0,0.909,0.283,92,26
Andruw Jones,0,0.907,0.303,104,36
Steve Finley,0,0.904,0.280,96,35
Larry Walker,0,1.168,0.379,115,37
Mark McGwire,0,1.120,0.278,147,65
Chipper Jones,1,1.074,0.319,110,45
Jeff Bagwell,0,1.045,0.304,126,42
Brian Giles,0,1.032,0.315,115,39
Sammy Sosa,0,1.002,0.288,141,63
Bobby Abreu,0,0.995,0.335,93,20
Todd Helton,0,0.981,0.320,113,35
Vladimir Guerrero,0,0.978,0.316,131,42
Carl Everett,0,0.969,0.325,108,25
Jeromy Burnitz,0,0.963,0.270,103,33
Fernando Tatis,0,0.957,0.298,107,34
Luis Gonzalez,0,0.952,0.336,111,26
Sean Casey,0,0.938,0.332,99,25
Mike Piazza,0,0.936,0.303,124,40
Jay Bell,0,0.931,0.289,112,38
Gary Sheffield,0,0.930,0.301,101,34
Henry Rodriguez,0,0.925,0.304,87,26
Mike Lieberthal,0,0.914,0.300,96,31
Eric Karros,0,0.912,0.304,112,34
Kevin Young,0,0.909,0.298,106,26
Robin Ventura,0,0.908,0.301,120,32
Reggie Sanders,0,0.904,0.285,72,26
Dante Bichette,0,0.895,0.298,133,34
John Olerud,0,0.890,0.298,96,19
Mark McGwire,0,1.222,0.299,147,70
Larry Walker,0,1.075,0.363,67,23
Barry Bonds,0,1.047,0.303,122,37
Sammy Sosa,1,1.024,0.308,158,66
John Olerud,0,0.998,0.354,93,22
Andres Galarraga,0,0.991,0.305,121,44
Moises Alou,0,0.981,0.312,124,38
Jeff Bagwell,0,0.981,0.304,111,34
Mike Piazza,0,0.960,0.328,111,32
Greg Vaughn,0,0.960,0.272,119,50
Vladimir Guerrero,0,0.960,0.324,109,38
Gary Sheffield,0,0.952,0.302,85,22
Chipper Jones,0,0.951,0.313,107,34
Vinny Castilla,0,0.951,0.319,144,46
Ray Lankford,0,0.932,0.293,105,31
Scott Rolen,0,0.923,0.290,110,31
Jeff Kent,0,0.914,0.297,128,31
Todd Helton,0,0.911,0.315,97,25
Craig Biggio,0,0.906,0.325,88,20
Bobby Abreu,0,0.906,0.312,74,17
Brian Jordan,0,0.902,0.316,91,25
Barry Larkin,0,0.901,0.309,72,17
Jason Kendall,0,0.884,0.327,75,12
Mark Grace,0,0.872,0.309,89,17
Javy Lopez,0,0.868,0.284,106,34
Larry Walker,1,1.172,0.366,130,49
Mike Piazza,0,1.070,0.362,124,40
Barry Bonds,0,1.031,0.291,101,40
Jeff Bagwell,0,1.017,0.286,135,43
Ray Lankford,0,0.996,0.295,98,31
Andres Galarraga,0,0.974,0.318,140,41
Tony Gwynn,0,0.956,0.372,119,17
Todd Hundley,0,0.943,0.273,86,30
Craig Biggio,0,0.916,0.309,81,22
Vinny Castilla,0,0.904,0.304,113,40
Raul Mondesi,0,0.901,0.310,87,30
J.T. Snow,0,0.898,0.281,104,28
Ken Caminiti,0,0.897,0.290,90,26
John Olerud,0,0.888,0.294,102,22
Jeff Blauser,0,0.886,0.308,70,17
David Segui,0,0.886,0.307,68,21
Wally Joyner,0,0.876,0.327,83,13
Mark Grace,0,0.874,0.319,78,13
Gary Sheffield,0,0.870,0.250,71,21
Moises Alou,0,0.866,0.292,115,23
Dante Bichette,0,0.853,0.308,118,26
Chipper Jones,0,0.850,0.295,111,21
Scott Rolen,0,0.846,0.283,92,21
Bobby Bonilla,0,0.846,0.297,96,17
Kenny Lofton,0,0.837,0.333,48,5
Gary Sheffield,0,1.090,0.314,120,42
Barry Bonds,0,1.076,0.308,129,42
Ellis Burks,0,1.047,0.344,128,40
Ken Caminiti,1,1.028,0.326,130,40
Jeff Bagwell,0,1.021,0.315,120,31
Mike Piazza,0,0.985,0.336,105,36
Barry Larkin,0,0.977,0.298,89,33
Andres Galarraga,0,0.958,0.304,150,47
Bernard Gilkey,0,0.956,0.317,117,30
Chipper Jones,0,0.923,0.309,110,30
Todd Hundley,0,0.906,0.259,112,41
Ryan Klesko,0,0.894,0.282,93,34
Vinny Castilla,0,0.892,0.304,113,40
Dante Bichette,0,0.890,0.313,141,31
Sammy Sosa,0,0.888,0.273,100,40
Henry Rodriguez,0,0.887,0.276,103,36
Steve Finley,0,0.886,0.298,95,30
Fred McGriff,0,0.859,0.295,107,28
Hal Morris,0,0.853,0.313,80,16
Ray Lankford,0,0.852,0.275,86,21
Mark Grace,0,0.851,0.331,75,9
Jeff Conine,0,0.844,0.293,95,26
Jeff King,0,0.843,0.271,111,30
Lance Johnson,0,0.842,0.333,69,9
Marquis Grissom,0,0.838,0.308,74,23
Barry Bonds,0,1.009,0.294,104,33
Mike Piazza,0,1.006,0.346,93,32
Larry Walker,0,0.988,0.306,101,36
Dante Bichette,0,0.984,0.340,128,40
Reggie Sanders,0,0.975,0.306,99,28
Ron Gant,0,0.940,0.276,88,29
Vinny Castilla,0,0.911,0.309,90,32
Mark Grace,0,0.911,0.326,92,16
Eric Karros,0,0.905,0.298,105,32
Jeff Conine,0,0.899,0.302,105,25
Jeff Bagwell,0,0.894,0.290,87,21
Ken Caminiti,0,0.894,0.302,94,26
Craig Biggio,0,0.889,0.302,77,22
Tony Gwynn,0,0.888,0.368,90,9
Barry Larkin,1,0.886,0.319,66,15
Ray Lankford,0,0.873,0.277,82,25
Fred McGriff,0,0.850,0.280,93,27
Bernard Gilkey,0,0.848,0.298,69,17
David Justice,0,0.844,0.253,78,24
Andres Galarraga,0,0.842,0.280,106,31
Sammy Sosa,0,0.840,0.268,119,36
Orlando Merced,0,0.833,0.300,83,15
Derek Bell,0,0.827,0.334,86,8
David Segui,0,0.827,0.309,68,12
Rico Brogna,0,0.827,0.289,76,22
Jeff Bagwell,1,1.201,0.368,116,39
Kevin Mitchell,0,1.110,0.326,77,30
Barry Bonds,0,1.073,0.312,81,37
Tony Gwynn,0,1.022,0.394,64,12
Fred McGriff,0,1.012,0.318,94,34
Moises Alou,0,0.989,0.339,78,22
Larry Walker,0,0.981,0.322,86,19
Gary Sheffield,0,0.964,0.276,78,27
David Justice,0,0.958,0.313,59,19
Andres Galarraga,0,0.949,0.319,85,31
Matt Williams,0,0.926,0.267,96,43
Mike Piazza,0,0.910,0.319,92,24
Jeff Conine,0,0.898,0.319,82,18
Craig Biggio,0,0.893,0.318,56,6
Sammy Sosa,0,0.884,0.300,70,25
Dante Bichette,0,0.882,0.304,95,27
Gregg Jefferies,0,0.880,0.325,55,12
Bobby Bonilla,0,0.878,0.290,67,20
Hal Morris,0,0.875,0.335,78,10
Tim Wallach,0,0.859,0.280,78,23
Bret Boone,0,0.858,0.320,68,12
Brett Butler,0,0.857,0.314,33,8
Wil Cordero,0,0.853,0.294,63,15
Raul Mondesi,0,0.849,0.306,56,16
Mark Whiten,0,0.849,0.293,53,14
Barry Bonds,1,1.136,0.336,123,46
Andres Galarraga,0,1.005,0.370,98,22
Mike Piazza,0,0.932,0.318,112,35
Fred McGriff,0,0.924,0.291,101,37
John Kruk,0,0.905,0.316,85,14
Jeff Bagwell,0,0.903,0.320,88,20
Lenny Dykstra,0,0.902,0.305,66,19
Tony Gwynn,0,0.895,0.358,59,7
Gregg Jefferies,0,0.894,0.342,83,16
Matt Williams,0,0.886,0.294,110,38
Charlie Hayes,0,0.876,0.305,98,25
Darren Daulton,0,0.875,0.257,105,24
Bobby Bonilla,0,0.874,0.265,87,34
Dante Bichette,0,0.874,0.310,89,21
David Justice,0,0.871,0.270,120,40
Robby Thompson,0,0.870,0.312,65,19
Mark Grace,0,0.867,0.325,98,14
Orlando Merced,0,0.857,0.313,70,8
Ron Gant,0,0.854,0.274,117,36
Bernard Gilkey,0,0.851,0.305,70,16
Craig Biggio,0,0.847,0.287,64,21
Phil Plantier,0,0.843,0.240,100,34
Larry Walker,0,0.840,0.265,86,22
Jeff Blauser,0,0.837,0.305,73,15
Gary Sheffield,0,0.837,0.294,73,20
Barry Bonds,1,1.080,0.311,103,34
Gary Sheffield,0,0.965,0.330,100,33
Fred McGriff,0,0.950,0.286,104,35
Darren Daulton,0,0.908,0.270,109,27
Andy Van Slyke,0,0.886,0.324,89,14
John Kruk,0,0.881,0.323,70,10
Ryne Sandberg,0,0.881,0.304,87,26
Will Clark,0,0.860,0.300,73,16
Larry Walker,0,0.859,0.301,93,23
Ray Lankford,0,0.850,0.293,86,20
Dave Hollins,0,0.839,0.270,93,27
Barry Larkin,0,0.831,0.304,78,12
Bip Roberts,0,0.826,0.323,45,4
Terry Pendleton,0,0.818,0.311,105,21
Jeff Bagwell,0,0.812,0.273,96,18
Mark Grace,0,0.809,0.307,79,9
David Justice,0,0.805,0.256,72,21
Brett Butler,0,0.803,0.309,39,3
Ken Caminiti,0,0.790,0.294,62,13
Tony Gwynn,0,0.786,0.317,41,6
Bobby Bonilla,0,0.779,0.249,70,19
Felix Jose,0,0.779,0.295,75,14
Andre Dawson,0,0.772,0.277,90,22
Steve Finley,0,0.762,0.292,55,5
Eddie Murray,0,0.759,0.261,93,16
Barry Bonds,0,0.924,0.292,116,25
Will Clark,0,0.895,0.301,116,29
Fred McGriff,0,0.890,0.278,106,31
Barry Larkin,0,0.884,0.302,69,20
Bobby Bonilla,0,0.883,0.302,100,18
Terry Pendleton,1,0.880,0.319,86,22
Howard Johnson,0,0.877,0.259,117,38
Ryne Sandberg,0,0.865,0.291,100,26
Chris Sabo,0,0.860,0.301,88,26
Hal Morris,0,0.853,0.318,59,14
Darryl Strawberry,0,0.852,0.265,99,28
John Kruk,0,0.851,0.294,92,21
Ivan Calderon,0,0.848,0.300,75,19
Ron Gant,0,0.834,0.251,105,32
Paul O'Neill,0,0.827,0.256,91,28
Jeff Bagwell,0,0.824,0.294,82,15
Matt Williams,0,0.809,0.268,98,34
Larry Walker,0,0.807,0.290,64,16
Andy Van Slyke,0,0.801,0.265,83,17
Robby Thompson,0,0.800,0.262,48,19
Felix Jose,0,0.798,0.305,77,8
George Bell,0,0.791,0.285,86,25
Andre Dawson,0,0.790,0.272,104,31
Tony Gwynn,0,0.787,0.317,62,4
Willie McGee,0,0.766,0.312,43,4
Barry Bonds,1,0.970,0.301,114,33
Eddie Murray,0,0.934,0.330,95,26
Kal Daniels,0,0.920,0.296,94,27
Ryne Sandberg,0,0.913,0.306,100,40
David Justice,0,0.908,0.282,78,28
Kevin Mitchell,0,0.904,0.290,93,35
Ron Gant,0,0.896,0.303,84,32
Andre Dawson,0,0.893,0.310,100,27
Darryl Strawberry,0,0.879,0.277,108,37
Dave Magadan,0,0.874,0.328,72,6
Lenny Dykstra,0,0.859,0.325,60,9
Lonnie Smith,0,0.844,0.305,42,9
Bobby Bonilla,0,0.841,0.280,120,32
Eric Davis,0,0.833,0.260,86,24
Andy Van Slyke,0,0.832,0.284,77,17
Chris Sabo,0,0.820,0.270,71,25
Willie McGee,0,0.819,0.335,62,3
John Kruk,0,0.817,0.291,67,7
Tim Wallach,0,0.810,0.296,98,21
Bip Roberts,0,0.809,0.309,44,9
Kevin McReynolds,0,0.808,0.269,82,24
Matt Williams,0,0.807,0.277,122,33
Will Clark,0,0.805,0.295,95,19
Von Hayes,0,0.788,0.261,73,17
Mark Grace,0,0.785,0.309,82,9
Kevin Mitchell,1,1.023,0.291,125,47
Will Clark,0,0.953,0.333,111,23
Lonnie Smith,0,0.948,0.315,79,21
Howard Johnson,0,0.928,0.287,101,36
Eric Davis,0,0.908,0.281,101,34
Jack Clark,0,0.869,0.242,94,26
Pedro Guerrero,0,0.868,0.311,117,17
Mark Grace,0,0.862,0.314,79,13
Ryne Sandberg,0,0.853,0.290,76,30
Bobby Bonilla,0,0.848,0.281,86,24
Glenn Davis,0,0.842,0.269,89,34
Von Hayes,0,0.837,0.259,78,26
Tony Gwynn,0,0.813,0.336,62,4
Tim Raines,0,0.813,0.286,60,9
Darryl Strawberry,0,0.779,0.225,77,29
Barry Bonds,0,0.777,0.248,58,19
Kevin McReynolds,0,0.775,0.272,85,22
Andres Galarraga,0,0.761,0.257,85,23
Tim Wallach,0,0.760,0.277,77,13
Jose Oquendo,0,0.747,0.291,48,1
Eddie Murray,0,0.743,0.247,88,20
Craig Biggio,0,0.738,0.257,60,13
Jeff Blauser,0,0.735,0.270,46,12
Milt Thompson,0,0.733,0.290,68,4
Ricky Jordan,0,0.724,0.285,75,12
Darryl Strawberry,0,0.911,0.269,101,39
Will Clark,0,0.894,0.282,109,29
Andres Galarraga,0,0.893,0.302,92,29
Kirk Gibson,1,0.860,0.290,76,25
Kal Daniels,0,0.860,0.291,64,18
Barry Bonds,0,0.859,0.283,58,24
Eric Davis,0,0.852,0.273,93,26
Andy Van Slyke,0,0.851,0.288,100,25
Andre Dawson,0,0.848,0.303,79,24
Bobby Bonilla,0,0.842,0.274,100,24
Kevin McReynolds,0,0.832,0.288,99,27
Glenn Davis,0,0.818,0.271,99,30
Brett Butler,0,0.791,0.287,43,6
Tony Gwynn,0,0.787,0.313,70,7
Rafael Palmeiro,0,0.786,0.307,53,8
Barry Larkin,0,0.776,0.296,56,12
Mark Grace,0,0.774,0.296,57,7
Tom Brunansky,0,0.773,0.245,79,22
Vance Law,0,0.770,0.293,78,11
Hubie Brooks,0,0.766,0.279,90,20
Howard Johnson,0,0.765,0.230,68,24
Kevin Mitchell,0,0.760,0.251,80,19
Mike Marshall,0,0.758,0.277,82,20
Ron Gant,0,0.755,0.259,60,19
Ryne Sandberg,0,0.741,0.264,69,19
Jack Clark,0,1.055,0.286,106,35
Dale Murphy,0,0.996,0.295,105,44
Eric Davis,0,0.991,0.293,100,37
Darryl Strawberry,0,0.981,0.284,104,39
Tony Gwynn,0,0.958,0.370,54,7
Tim Raines,0,0.955,0.330,68,18
Pedro Guerrero,0,0.955,0.338,89,27
Will Clark,0,0.951,0.308,91,35
Mike Schmidt,0,0.936,0.293,113,35
Andre Dawson,1,0.896,0.287,137,49
John Kruk,0,0.894,0.313,91,20
Von Hayes,0,0.877,0.277,84,21
Dion James,0,0.869,0.312,61,10
Howard Johnson,0,0.868,0.265,99,36
Andy Van Slyke,0,0.866,0.293,82,21
Tim Wallach,0,0.858,0.298,123,26
Juan Samuel,0,0.837,0.272,100,28
Bobby Bonilla,0,0.832,0.300,77,15
Kevin Mitchell,0,0.824,0.280,70,22
Barry Bonds,0,0.821,0.261,59,25
Andres Galarraga,0,0.821,0.305,90,13
Keith Hernandez,0,0.813,0.290,89,18
Kevin McReynolds,0,0.813,0.276,95,29
Ryne Sandberg,0,0.809,0.294,59,16
Carmelo Martinez,0,0.802,0.273,70,15
Mike Schmidt,1,0.937,0.290,119,37
Tim Raines,0,0.889,0.334,62,9
Darryl Strawberry,0,0.865,0.259,93,27
Kevin McReynolds,0,0.862,0.288,96,26
Von Hayes,0,0.859,0.305,98,19
Keith Hernandez,0,0.859,0.310,83,13
Tony Gwynn,0,0.848,0.329,59,14
Kevin Bass,0,0.842,0.311,79,20
Glenn Davis,0,0.837,0.265,101,31
Steve Sax,0,0.830,0.332,56,6
Dale Murphy,0,0.824,0.265,83,29
Jim Morrison,0,0.816,0.274,88,23
Andre Dawson,0,0.815,0.284,78,20
Bob Horner,0,0.808,0.273,87,27
Buddy Bell,0,0.807,0.278,75,20
Dave Parker,0,0.807,0.273,116,31
Leon Durham,0,0.803,0.262,65,20
Chili Davis,0,0.791,0.278,70,13
Sid Bream,0,0.791,0.268,77,16
Mitch Webster,0,0.786,0.290,49,8
Gary Carter,0,0.776,0.255,105,24
Ray Knight,0,0.775,0.298,76,11
Tony Pena,0,0.762,0.288,52,10
Johnny Ray,0,0.757,0.301,78,7
Jose Cruz,0,0.754,0.278,72,10
Pedro Guerrero,0,0.999,0.320,87,33
Dale Murphy,0,0.927,0.300,111,37
Dave Parker,0,0.916,0.312,125,34
Mike Schmidt,0,0.907,0.277,93,33
Jack Clark,0,0.895,0.281,87,22
Willie McGee,1,0.887,0.353,82,10
Tim Raines,0,0.880,0.320,41,11
Ryne Sandberg,0,0.868,0.305,83,26
Mike Marshall,0,0.857,0.293,95,28
Gary Carter,0,0.853,0.281,100,32
Bob Horner,0,0.832,0.267,89,27
Mike Scioscia,0,0.826,0.296,53,7
Leon Durham,0,0.822,0.282,75,21
Keith Hernandez,0,0.814,0.309,91,10
Keith Moreland,0,0.814,0.307,106,14
Bill Doran,0,0.797,0.287,59,14
Carmelo Martinez,0,0.796,0.253,72,21
Tom Herr,0,0.795,0.302,110,8
George Foster,0,0.792,0.263,77,21
Graig Nettles,0,0.784,0.261,61,15
Jose Cruz,0,0.776,0.300,79,9
Vance Law,0,0.773,0.266,52,10
Tony Gwynn,0,0.772,0.317,46,6
Chili Davis,0,0.761,0.270,56,13
Tim Wallach,0,0.760,0.260,81,22
Mike Schmidt,0,0.919,0.277,106,36
Dale Murphy,0,0.919,0.290,100,36
Ryne Sandberg,1,0.887,0.314,84,19
Chili Davis,0,0.875,0.315,81,21
Leon Durham,0,0.874,0.279,96,23
Keith Hernandez,0,0.858,0.311,94,15
Tony Gwynn,0,0.854,0.351,71,5
Gary Carter,0,0.853,0.294,106,27
Jose Cruz,0,0.842,0.312,95,12
Jeffrey Leonard,0,0.841,0.302,86,21
Gary Matthews,0,0.838,0.291,82,14
Tim Raines,0,0.830,0.309,60,8
Lee Lacy,0,0.826,0.321,70,12
Pedro Guerrero,0,0.819,0.303,72,16
Bob Brenly,0,0.816,0.291,80,20
Terry Puhl,0,0.814,0.301,55,9
Darryl Strawberry,0,0.810,0.251,97,26
Von Hayes,0,0.806,0.292,67,16
Johnny Ray,0,0.789,0.312,67,6
Kevin McReynolds,0,0.782,0.278,75,20
Ron Cey,0,0.766,0.240,97,25
Ozzie Virgil,0,0.765,0.261,68,18
Tony Pena,0,0.758,0.286,78,15
Hubie Brooks,0,0.758,0.283,73,16
George Foster,0,0.754,0.269,86,24
Dale Murphy,1,0.933,0.302,121,36
Mike Schmidt,0,0.923,0.255,109,40
Pedro Guerrero,0,0.904,0.298,103,32
Darrell Evans,0,0.894,0.277,82,30
Andre Dawson,0,0.877,0.299,113,32
George Hendrick,0,0.866,0.318,97,18
Jose Cruz,0,0.848,0.318,92,14
Chris Chambliss,0,0.848,0.280,78,20
Keith Moreland,0,0.838,0.302,70,16
Lonnie Smith,0,0.834,0.321,45,8
Bill Madlock,0,0.830,0.323,68,12
Keith Hernandez,0,0.829,0.297,63,12
Tim Raines,0,0.822,0.298,71,11
Ron Cey,0,0.805,0.275,90,24
Jack Clark,0,0.802,0.268,66,20
Ray Knight,0,0.798,0.304,70,9
Dickie Thon,0,0.798,0.286,79,20
Gary Redus,0,0.795,0.247,51,17
Jody Davis,0,0.795,0.271,84,24
Darrell Porter,0,0.794,0.262,66,15
Jeffrey Leonard,0,0.784,0.279,87,21
Mike Marshall,0,0.782,0.284,65,17
Jason Thompson,0,0.782,0.259,76,18
Gary Carter,0,0.780,0.270,79,17
Ken Landreaux,0,0.779,0.281,66,17
Mike Schmidt,0,0.949,0.280,87,35
Pedro Guerrero,0,0.914,0.304,100,32
Leon Durham,0,0.909,0.312,90,22
Al Oliver,0,0.906,0.331,109,22
Jason Thompson,0,0.902,0.284,101,31
Gary Carter,0,0.890,0.293,97,29
Dale Murphy,1,0.885,0.281,109,36
Sixto Lezcano,0,0.860,0.289,84,16
Bill Madlock,0,0.856,0.319,95,19
Jack Clark,0,0.853,0.274,103,27
Bob Horner,0,0.851,0.261,97,32
Andre Dawson,0,0.841,0.301,83,23
Joe Morgan,0,0.838,0.289,61,14
Dusty Baker,0,0.818,0.300,88,23
Lonnie Smith,0,0.815,0.307,69,8
Terry Kennedy,0,0.814,0.295,97,21
Keith Hernandez,0,0.810,0.299,94,7
Dan Driessen,0,0.788,0.269,57,17
Tim Wallach,0,0.784,0.268,97,28
Bill Buckner,0,0.783,0.306,105,15
Bo Diaz,0,0.782,0.288,85,18
Darrell Evans,0,0.779,0.256,61,16
Gary Matthews,0,0.776,0.281,83,19
George Hendrick,0,0.773,0.282,104,19
Chris Chambliss,0,0.773,0.270,86,20
Mike Schmidt,1,1.080,0.316,91,31
Andre Dawson,0,0.918,0.302,64,24
George Foster,0,0.892,0.295,90,22
Keith Hernandez,0,0.864,0.306,48,8
Gary Matthews,0,0.849,0.301,67,9
Ron Cey,0,0.846,0.288,50,13
George Hendrick,0,0.841,0.284,61,18
Tim Raines,0,0.829,0.304,37,5
Bill Buckner,0,0.829,0.311,75,10
Pedro Guerrero,0,0.829,0.300,48,12
Dusty Baker,0,0.808,0.320,49,9
Bob Horner,0,0.805,0.277,42,15
Leon Durham,0,0.804,0.290,35,10
Jack Clark,0,0.801,0.268,53,17
Steve Henderson,0,0.793,0.293,35,5
Warren Cromartie,0,0.789,0.304,42,6
Dave Kingman,0,0.782,0.221,59,22
Pete Rose,0,0.781,0.325,33,0
Gene Richards,0,0.780,0.288,42,3
Ken Griffey,0,0.780,0.311,34,2
Darrell Evans,0,0.773,0.258,48,12
Art Howe,0,0.770,0.296,36,3
Dave Concepcion,0,0.767,0.306,67,5
Milt May,0,0.759,0.310,33,2
Mike Easler,0,0.759,0.286,42,7
Mike Schmidt,1,1.004,0.286,121,48
Keith Hernandez,0,0.902,0.321,99,16
Jack Clark,0,0.900,0.284,82,22
Ted Simmons,0,0.880,0.303,98,21
Dale Murphy,0,0.858,0.281,89,33
Cesar Cedeno,0,0.854,0.309,73,10
Andre Dawson,0,0.850,0.308,87,17
Dusty Baker,0,0.842,0.294,97,29
George Hendrick,0,0.840,0.302,109,25
George Foster,0,0.835,0.273,93,25
Ken Griffey,0,0.818,0.294,85,13
Gary Carter,0,0.818,0.264,101,29
Dave Winfield,0,0.815,0.276,87,20
Bill Buckner,0,0.810,0.324,68,10
Steve Garvey,0,0.808,0.304,106,26
Lee Mazzilli,0,0.801,0.280,76,16
Bake McBride,0,0.795,0.309,87,9
Dan Driessen,0,0.794,0.265,74,14
Ron Cey,0,0.794,0.254,77,28
Jose Cruz,0,0.787,0.302,91,11
Dave Parker,0,0.785,0.295,79,17
Chris Chambliss,0,0.779,0.282,72,18
Terry Puhl,0,0.776,0.282,55,13
Warren Cromartie,0,0.775,0.288,70,14
Darrell Evans,0,0.772,0.264,78,20
Dave Kingman,0,0.956,0.288,115,48
Dave Winfield,0,0.953,0.308,118,34
Mike Schmidt,0,0.950,0.253,114,45
George Foster,0,0.948,0.302,98,30
Keith Hernandez,0,0.930,0.344,105,11
Larry Parrish,0,0.909,0.307,82,30
Dave Parker,0,0.906,0.310,94,25
Bob Horner,0,0.898,0.314,98,33
Ron Cey,0,0.888,0.281,81,28
Ted Simmons,0,0.875,0.283,87,26
Gary Matthews,0,0.866,0.304,90,27
Pete Rose,0,0.848,0.331,59,4
Gene Tenace,0,0.848,0.263,67,20
Steve Garvey,0,0.848,0.315,110,28
Lee Mazzilli,0,0.844,0.303,79,15
Davey Lopes,0,0.836,0.265,73,28
Jack Clark,0,0.825,0.273,86,26
Johnny Bench,0,0.824,0.276,80,22
Gary Carter,0,0.823,0.283,75,22
George Hendrick,0,0.816,0.300,75,16
Ray Knight,0,0.814,0.318,79,10
Phil Garner,0,0.800,0.293,59,11
Dusty Baker,0,0.795,0.274,88,23
Bill Madlock,0,0.792,0.298,85,14
Garry Templeton,0,0.790,0.314,62,9
Dave Parker,1,0.979,0.334,117,30
Jeff Burroughs,0,0.961,0.301,77,23
Reggie Smith,0,0.942,0.295,93,29
Greg Luzinski,0,0.914,0.265,101,35
George Foster,0,0.906,0.281,120,40
Jack Clark,0,0.895,0.306,98,25
Ted Simmons,0,0.889,0.287,80,22
Dave Winfield,0,0.866,0.308,97,24
Bill Madlock,0,0.859,0.309,44,15
Steve Garvey,0,0.852,0.316,113,21
Jose Cruz,0,0.836,0.315,83,10
Richie Hebner,0,0.834,0.283,71,17
Ron Cey,0,0.833,0.270,84,23
Gary Matthews,0,0.828,0.285,62,18
Ellis Valentine,0,0.820,0.289,76,25
Bob Watson,0,0.808,0.289,79,14
Gene Tenace,0,0.801,0.224,61,16
Gene Richards,0,0.801,0.308,45,4
George Hendrick,0,0.799,0.278,75,20
Mike Schmidt,0,0.798,0.251,78,21
Lee Mazzilli,0,0.785,0.273,61,16
Tony Perez,0,0.785,0.290,78,14
Pete Rose,0,0.783,0.302,52,7
Bobby Murcer,0,0.779,0.281,64,9
John Stearns,0,0.777,0.264,73,15
George Foster,1,1.013,0.320,149,52
Reggie Smith,0,1.003,0.307,87,32
Greg Luzinski,0,0.988,0.309,130,39
Mike Schmidt,0,0.967,0.274,101,38
Dave Parker,0,0.927,0.338,88,21
Ted Simmons,0,0.908,0.318,95,21
Joe Morgan,0,0.895,0.288,78,22
Johnny Bench,0,0.889,0.275,109,31
Jeff Burroughs,0,0.882,0.271,114,41
Gary Carter,0,0.881,0.284,84,31
Dusty Baker,0,0.876,0.291,86,30
George Hendrick,0,0.873,0.311,81,23
Willie McCovey,0,0.867,0.280,86,28
Bill Robinson,0,0.862,0.304,104,26
Bob Watson,0,0.858,0.289,110,22
Ken Griffey,0,0.855,0.318,57,12
Dan Driessen,0,0.843,0.300,91,17
Jose Cruz,0,0.843,0.299,87,17
Keith Hernandez,0,0.837,0.291,91,15
Ellis Valentine,0,0.835,0.293,76,25
Al Oliver,0,0.834,0.308,82,19
Steve Garvey,0,0.834,0.297,115,33
Gene Tenace,0,0.824,0.233,61,15
Tony Perez,0,0.816,0.283,91,19
Joe Ferguson,0,0.814,0.257,61,16
Joe Morgan,1,1.020,0.320,111,27
Bill Madlock,0,0.912,0.339,84,15
Mike Schmidt,0,0.900,0.262,107,38
George Foster,0,0.894,0.306,121,29
Pete Rose,0,0.854,0.323,63,10
Rick Monday,0,0.853,0.272,77,32
Ken Griffey,0,0.852,0.336,74,6
Ron Cey,0,0.848,0.277,80,23
Greg Luzinski,0,0.847,0.304,95,21
Bob Watson,0,0.835,0.313,102,16
Garry Maddox,0,0.833,0.330,68,6
Dave Parker,0,0.824,0.313,90,13
Steve Garvey,0,0.813,0.317,80,13
Cesar Cedeno,0,0.811,0.297,83,18
John Milner,0,0.809,0.271,78,15
Richie Zisk,0,0.808,0.289,89,21
Gary Matthews,0,0.802,0.279,84,20
Dave Winfield,0,0.797,0.283,69,13
Bobby Murcer,0,0.796,0.259,90,23
Cesar Geronimo,0,0.795,0.307,49,2
Dave Kingman,0,0.793,0.238,86,37
Tony Perez,0,0.779,0.260,91,19
Willie Montanez,0,0.771,0.317,84,11
Ted Simmons,0,0.765,0.291,75,5
Ken Henderson,0,0.747,0.262,61,13
Joe Morgan,1,0.974,0.327,94,17
Greg Luzinski,0,0.934,0.300,120,34
Dave Parker,0,0.898,0.308,101,25
Willie Stargell,0,0.891,0.295,90,22
Mike Schmidt,0,0.890,0.249,95,38
Ted Simmons,0,0.886,0.332,100,18
Bill Madlock,0,0.881,0.354,64,7
Johnny Bench,0,0.878,0.283,110,28
George Foster,0,0.874,0.300,78,23
Reggie Smith,0,0.870,0.302,76,19
Bob Watson,0,0.870,0.324,85,18
Richie Zisk,0,0.848,0.290,75,20
Ron Cey,0,0.845,0.283,101,25
Manny Sanguillen,0,0.842,0.328,58,9
Pete Rose,0,0.838,0.317,74,7
Bobby Murcer,0,0.828,0.298,91,11
Steve Garvey,0,0.827,0.319,95,18
